,time,SpaceHeat
0,2018-12-31 23:00:00+00:00,0.049639978
1,2019-01-01 00:00:00+00:00,0.025256839
2,2019-01-01 01:00:00+00:00,0.020397346
3,2019-01-01 02:00:00+00:00,0.036160461
4,2019-01-01 03:00:00+00:00,0.060869777
5,2019-01-01 04:00:00+00:00,0.136548201
6,2019-01-01 05:00:00+00:00,0.245296433
7,2019-01-01 06:00:00+00:00,0.473119556
8,2019-01-01 07:00:00+00:00,0.657373069
9,2019-01-01 08:00:00+00:00,0.72178681
10,2019-01-01 09:00:00+00:00,0.477666841
11,2019-01-01 10:00:00+00:00,0.442416414
12,2019-01-01 11:00:00+00:00,0.576905283
13,2019-01-01 12:00:00+00:00,0.476817083
14,2019-01-01 13:00:00+00:00,0.392350489
15,2019-01-01 14:00:00+00:00,0.473677247
16,2019-01-01 15:00:00+00:00,0.440067153
17,2019-01-01 16:00:00+00:00,0.458552775
18,2019-01-01 17:00:00+00:00,0.430536382
19,2019-01-01 18:00:00+00:00,0.430232914
20,2019-01-01 19:00:00+00:00,0.378417291
21,2019-01-01 20:00:00+00:00,0.30733753
22,2019-01-01 21:00:00+00:00,0.203315371
23,2019-01-01 22:00:00+00:00,0.10584673
24,2019-01-01 23:00:00+00:00,0.056301551
25,2019-01-02 00:00:00+00:00,0.038118531
26,2019-01-02 01:00:00+00:00,0.058304442
27,2019-01-02 02:00:00+00:00,0.059217779
28,2019-01-02 03:00:00+00:00,0.084037521
29,2019-01-02 04:00:00+00:00,0.169445686
30,2019-01-02 05:00:00+00:00,0.278665166
31,2019-01-02 06:00:00+00:00,0.50862417
32,2019-01-02 07:00:00+00:00,0.681399363
33,2019-01-02 08:00:00+00:00,0.737366746
34,2019-01-02 09:00:00+00:00,0.479755738
35,2019-01-02 10:00:00+00:00,0.456706568
36,2019-01-02 11:00:00+00:00,0.587185331
37,2019-01-02 12:00:00+00:00,0.498673291
38,2019-01-02 13:00:00+00:00,0.405016788
39,2019-01-02 14:00:00+00:00,0.482962667
40,2019-01-02 15:00:00+00:00,0.448884678
41,2019-01-02 16:00:00+00:00,0.467285738
42,2019-01-02 17:00:00+00:00,0.439758357
43,2019-01-02 18:00:00+00:00,0.43409814
44,2019-01-02 19:00:00+00:00,0.3897631
45,2019-01-02 20:00:00+00:00,0.317834896
46,2019-01-02 21:00:00+00:00,0.210644261
47,2019-01-02 22:00:00+00:00,0.109035904
48,2019-01-02 23:00:00+00:00,0.059725072
49,2019-01-03 00:00:00+00:00,0.045700179
50,2019-01-03 01:00:00+00:00,0.070034384
51,2019-01-03 02:00:00+00:00,0.069734031
52,2019-01-03 03:00:00+00:00,0.100250968
53,2019-01-03 04:00:00+00:00,0.191761058
54,2019-01-03 05:00:00+00:00,0.300012085
55,2019-01-03 06:00:00+00:00,0.52932506
56,2019-01-03 07:00:00+00:00,0.70805999
57,2019-01-03 08:00:00+00:00,0.756257955
58,2019-01-03 09:00:00+00:00,0.508757202
59,2019-01-03 10:00:00+00:00,0.397710363
60,2019-01-03 11:00:00+00:00,0.585013096
61,2019-01-03 12:00:00+00:00,0.509327515
62,2019-01-03 13:00:00+00:00,0.383806671
63,2019-01-03 14:00:00+00:00,0.489990195
64,2019-01-03 15:00:00+00:00,0.466108698
65,2019-01-03 16:00:00+00:00,0.492553191
66,2019-01-03 17:00:00+00:00,0.458054429
67,2019-01-03 18:00:00+00:00,0.458716927
68,2019-01-03 19:00:00+00:00,0.409776219
69,2019-01-03 20:00:00+00:00,0.334819874
70,2019-01-03 21:00:00+00:00,0.222004435
71,2019-01-03 22:00:00+00:00,0.116558643
72,2019-01-03 23:00:00+00:00,0.06552823
73,2019-01-04 00:00:00+00:00,0.059071421
74,2019-01-04 01:00:00+00:00,0.08720414
75,2019-01-04 02:00:00+00:00,0.082245632
76,2019-01-04 03:00:00+00:00,0.120211153
77,2019-01-04 04:00:00+00:00,0.212895888
78,2019-01-04 05:00:00+00:00,0.319026476
79,2019-01-04 06:00:00+00:00,0.541504404
80,2019-01-04 07:00:00+00:00,0.711353904
81,2019-01-04 08:00:00+00:00,0.75860132
82,2019-01-04 09:00:00+00:00,0.515532885
83,2019-01-04 10:00:00+00:00,0.478784612
84,2019-01-04 11:00:00+00:00,0.610501155
85,2019-01-04 12:00:00+00:00,0.52352871
86,2019-01-04 13:00:00+00:00,0.423727204
87,2019-01-04 14:00:00+00:00,0.501324999
88,2019-01-04 15:00:00+00:00,0.464256065
89,2019-01-04 16:00:00+00:00,0.47752501
90,2019-01-04 17:00:00+00:00,0.449422271
91,2019-01-04 18:00:00+00:00,0.441525769
92,2019-01-04 19:00:00+00:00,0.395485638
93,2019-01-04 20:00:00+00:00,0.321462656
94,2019-01-04 21:00:00+00:00,0.212638
95,2019-01-04 22:00:00+00:00,0.109536255
96,2019-01-04 23:00:00+00:00,0.060873234
97,2019-01-05 00:00:00+00:00,0.052940604
98,2019-01-05 01:00:00+00:00,0.073779377
99,2019-01-05 02:00:00+00:00,0.068399621
100,2019-01-05 03:00:00+00:00,0.099428169
101,2019-01-05 04:00:00+00:00,0.182260415
102,2019-01-05 05:00:00+00:00,0.281326852
103,2019-01-05 06:00:00+00:00,0.489699944
